score: 0.0008170677836590062
>> 71 Sobel(FluoTopHat(AbsoluteDifference2(X2, X1)))
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18643,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18643,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18644,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18645,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18646,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18646,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18646,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18646,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18646,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18647,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18647,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18649,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18649,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18650,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18652,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18654,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18654,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18655,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18655,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18656,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18656,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18656,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18657,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18660,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18660,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18660,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18660,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18660,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18663,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18664,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18667,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18667,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18668,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18668,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18668,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18669,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18669,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18670,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18670,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18673,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18673,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18673,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18673,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18673,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18673,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18673,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18676,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18676,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18677,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18677,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18680,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18681,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18683,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18683,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18683,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18684,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18684,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18685,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18685,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18687,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18688,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18688,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18688,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18688,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18688,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18688,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18688,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18691,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18691,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18691,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18691,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18691,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18691,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18693,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18693,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18693,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18693,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18693,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18694,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18694,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18696,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18696,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18699,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18700,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18700,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18700,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18701,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18701,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18701,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18702,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18702,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18703,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18703,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18703,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18703,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18703,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18704,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18707,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18708,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18709,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18709,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18709,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18710,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18710,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18711,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18711,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18711,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18713,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18714,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18714,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18714,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18714,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18717,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18718,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18718,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18718,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18720,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18720,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18720,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18722,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18726,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18726,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18726,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18726,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18726,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18726,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18728,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18728,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18728,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18732,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18733,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18733,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18733,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18733,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18734,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18734,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18736,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18736,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18736,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18736,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18737,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18737,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18737,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18740,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18740,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18741,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18741,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18741,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18742,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18742,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18742,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18742,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18745,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18745,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18747,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18747,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18749,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18749,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18749,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18749,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18750,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18751,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18751,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18751,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18751,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18751,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18751,0.7260702531324845
>> 249121 ThresholdOtsu(Denoizing(BitwiseOr(FluoTopHat(Pyr(BitwiseAndMask(X4, X2))), (X3) - (X1))))
18751,0.7260702531324845
